package,version,source,license,cargo_checksum,classification
toml,0.8.2,registry+https://github.com/rust-lang/crates.io-index,MIT OR Apache-2.0,185d8ab0dfbb35cf1399a6344d8484209c088f75f8f68230da55d48d95d43e3d,PERMISSIVE_OR_NOTICE
toml,0.9.12+spec-1.1.0,registry+https://github.com/rust-lang/crates.io-index,MIT OR Apache-2.0,cf92845e79fc2e2def6a5d828f0801e29a2f8acc037becc5ab08595c7d5e9863,PERMISSIVE_OR_NOTICE
toml,1.0.7+spec-1.1.0,registry+https://github.com/rust-lang/crates.io-index,MIT OR Apache-2.0,dd28d57d8a6f6e458bc0b8784f8fdcc4b99a437936056fa122cb234f18656a96,PERMISSIVE_OR_NOTICE
toml_datetime,0.6.3,registry+https://github.com/rust-lang/crates.io-index,MIT OR Apache-2.0,7cda73e2f1397b1262d6dfdcef8aafae14d1de7748d66822d3bfeeb6d03e5e4b,PERMISSIVE_OR_NOTICE
toml_datetime,0.7.5+spec-1.1.0,registry+https://github.com/rust-lang/crates.io-index,MIT OR Apache-2.0,92e1cfed4a3038bc5a127e35a2d360f145e1f4b971b551a2ba5fd7aedf7e1347,PERMISSIVE_OR_NOTICE
toml_datetime,1.0.1+spec-1.1.0,registry+https://github.com/rust-lang/crates.io-index,MIT OR Apache-2.0,9b320e741db58cac564e26c607d3cc1fdc4a88fd36c879568c07856ed83ff3e9,PERMISSIVE_OR_NOTICE
toml_edit,0.19.15,registry+https://github.com/rust-lang/crates.io-index,MIT OR Apache-2.0,1b5bb770da30e5cbfde35a2d7b9b8a2c4b8ef89548a7a6aeab5c9a576e3e7421,PERMISSIVE_OR_NOTICE
toml_edit,0.20.2,registry+https://github.com/rust-lang/crates.io-index,MIT OR Apache-2.0,396e4d48bbb2b7554c944bde63101b5ae446cff6ec4a24227428f15eb72ef338,PERMISSIVE_OR_NOTICE
toml_edit,0.25.5+spec-1.1.0,registry+https://github.com/rust-lang/crates.io-index,MIT OR Apache-2.0,8ca1a40644a28bce036923f6a431df0b34236949d111cc07cb6dca830c9ef2e1,PERMISSIVE_OR_NOTICE
toml_parser,1.0.10+spec-1.1.0,registry+https://github.com/rust-lang/crates.io-index,MIT OR Apache-2.0,7df25b4befd31c4816df190124375d5a20c6b6921e2cad937316de3fccd63420,PERMISSIVE_OR_NOTICE
toml_writer,1.1.2+spec-1.1.0,registry+https://github.com/rust-lang/crates.io-index,MIT OR Apache-2.0,7d56353a2a665ad0f41a421187180aab746c8c325620617ad883a99a1cbe66d2,PERMISSIVE_OR_NOTICE
tower,0.5.3,registry+https://github.com/rust-lang/crates.io-index,MIT,ebe5ef63511595f1344e2d5cfa636d973292adc0eec1f0ad45fae9f0851ab1d4,PERMISSIVE_OR_NOTICE
tower-http,0.6.11,registry+https://github.com/rust-lang/crates.io-index,MIT,4cfcf7e2740e6fc6d4d688b4ef00650406bb94adf4731e43c096c3a19fe40840,PERMISSIVE_OR_NOTICE
tower-layer,0.3.3,registry+https://github.com/rust-lang/crates.io-index,MIT,121c2a6cda46980bb0fcd1647ffaf6cd3fc79a013de288782836f6df9c48780e,PERMISSIVE_OR_NOTICE
tower-service,0.3.3,registry+https://github.com/rust-lang/crates.io-index,MIT,8df9b6e13f2d32c91b9bd719c00d1958837bc7dec474d94952798cc8e69eeec3,PERMISSIVE_OR_NOTICE
tracing,0.1.44,registry+https://github.com/rust-lang/crates.io-index,MIT,63e71662fa4b2a2c3a26f570f037eb95bb1f85397f3cd8076caed2f026a6d100,PERMISSIVE_OR_NOTICE
tracing-core,0.1.36,registry+https://github.com/rust-lang/crates.io-index,MIT,db97caf9d906fbde555dd62fa95ddba9eecfd14cb388e4f491a66d74cd5fb79a,PERMISSIVE_OR_NOTICE
tray-icon,0.24.2,registry+https://github.com/rust-lang/crates.io-index,MIT OR Apache-2.0,045979e3f037cd18ad1cb2a419dfda133c5c29c9f3453370079f2255d46c257e,PERMISSIVE_OR_NOTICE
try-lock,0.2.5,registry+https://github.com/rust-lang/crates.io-index,MIT,e421abadd41a4225275504ea4d6566923418b7f05506fbc9c0fe86ba7396114b,PERMISSIVE_OR_NOTICE
typeid,1.0.3,registry+https://github.com/rust-lang/crates.io-index,MIT OR Apache-2.0,bc7d623258602320d5c55d1bc22793b57daff0ec7efc270ea7d55ce1d5f5471c,PERMISSIVE_OR_NOTICE
typenum,1.19.0,registry+https://github.com/rust-lang/crates.io-index,MIT OR Apache-2.0,562d481066bde0658276a35467c4af00bdc6ee726305698a55b86e61d7ad82bb,PERMISSIVE_OR_NOTICE
unic-char-property,0.9.0,registry+https://github.com/rust-lang/crates.io-index,MIT/Apache-2.0,a8c57a407d9b6fa02b4795eb81c5b6652060a15a7903ea981f3d723e6c0be221,PERMISSIVE_OR_NOTICE
unic-char-range,0.9.0,registry+https://github.com/rust-lang/crates.io-index,MIT/Apache-2.0,0398022d5f700414f6b899e10b8348231abf9173fa93144cbc1a43b9793c1fbc,PERMISSIVE_OR_NOTICE
unic-common,0.9.0,registry+https://github.com/rust-lang/crates.io-index,MIT/Apache-2.0,80d7ff825a6a654ee85a63e80f92f054f904f21e7d12da4e22f9834a4aaa35bc,PERMISSIVE_OR_NOTICE
unic-ucd-ident,0.9.0,registry+https://github.com/rust-lang/crates.io-index,MIT/Apache-2.0,e230a37c0381caa9219d67cf063aa3a375ffed5bf541a452db16e744bdab6987,PERMISSIVE_OR_NOTICE
unic-ucd-version,0.9.0,registry+https://github.com/rust-lang/crates.io-index,MIT/Apache-2.0,96bd2f2237fe450fcd0a1d2f5f4e91711124f7857ba2e964247776ebeeb7b0c4,PERMISSIVE_OR_NOTICE
unicode-ident,1.0.24,registry+https://github.com/rust-lang/crates.io-index,(MIT OR Apache-2.0) AND Unicode-3.0,e6e4313cd5fcd3dad5cafa179702e2b244f760991f45397d14d4ebf38247da75,PERMISSIVE_OR_NOTICE
unicode-segmentation,1.12.0,registry+https://github.com/rust-lang/crates.io-index,MIT OR Apache-2.0,f6ccf251212114b54433ec949fd6a7841275f9ada20dddd2f29e9ceea4501493,PERMISSIVE_OR_NOTICE
unicode-width,0.2.2,registry+https://github.com/rust-lang/crates.io-index,MIT OR Apache-2.0,b4ac048d71ede7ee76d585517add45da530660ef4390e49b098733c6e897f254,PERMISSIVE_OR_NOTICE
unicode-xid,0.2.6,registry+https://github.com/rust-lang/crates.io-index,MIT OR Apache-2.0,ebc1c04c71510c7f702b52b7c350734c9ff1295c464a03335b00bb84fc54f853,PERMISSIVE_OR_NOTICE
url,2.5.8,registry+https://github.com/rust-lang/crates.io-index,MIT OR Apache-2.0,ff67a8a4397373c3ef660812acab3268222035010ab8680ec4215f38ba3d0eed,PERMISSIVE_OR_NOTICE
urlpattern,0.3.0,registry+https://github.com/rust-lang/crates.io-index,MIT,70acd30e3aa1450bc2eece896ce2ad0d178e9c079493819301573dae3c37ba6d,PERMISSIVE_OR_NOTICE
utf8_iter,1.0.4,registry+https://github.com/rust-lang/crates.io-index,Apache-2.0 OR MIT,b6c140620e7ffbb22c2dee59cafe6084a59b5ffc27a8859a5f0d494b5d52b6be,PERMISSIVE_OR_NOTICE
utf8parse,0.2.2,registry+https://github.com/rust-lang/crates.io-index,Apache-2.0 OR MIT,06abde3611657adf66d383f00b093d7faecc7fa57071cce2578660c9f1010821,PERMISSIVE_OR_NOTICE
uuid,1.22.0,registry+https://github.com/rust-lang/crates.io-index,Apache-2.0 OR MIT,a68d3c8f01c0cfa54a75291d83601161799e4a89a39e0929f4b0354d88757a37,PERMISSIVE_OR_NOTICE
vcpkg,0.2.15,registry+https://github.com/rust-lang/crates.io-index,MIT/Apache-2.0,accd4ea62f7bb7a82fe23066fb0957d48ef677f6eeb8215f372f52e48bb32426,PERMISSIVE_OR_NOTICE
version-compare,0.2.1,registry+https://github.com/rust-lang/crates.io-index,MIT,03c2856837ef78f57382f06b2b8563a2f512f7185d732608fd9176cb3b8edf0e,PERMISSIVE_OR_NOTICE
version_check,0.9.5,registry+https://github.com/rust-lang/crates.io-index,MIT/Apache-2.0,0b928f33d975fc6ad9f86c8f283853ad26bdd5b10b7f1542aa2fa15e2289105a,PERMISSIVE_OR_NOTICE
vswhom,0.1.0,registry+https://github.com/rust-lang/crates.io-index,MIT,be979b7f07507105799e854203b470ff7c78a1639e330a58f183b5fea574608b,PERMISSIVE_OR_NOTICE
vswhom-sys,0.1.3,registry+https://github.com/rust-lang/crates.io-index,MIT,fb067e4cbd1ff067d1df46c9194b5de0e98efd2810bbc95c5d5e5f25a3231150,PERMISSIVE_OR_NOTICE
vte,0.14.1,registry+https://github.com/rust-lang/crates.io-index,Apache-2.0 OR MIT,231fdcd7ef3037e8330d8e17e61011a2c244126acc0a982f4040ac3f9f0bc077,PERMISSIVE_OR_NOTICE
walkdir,2.5.0,registry+https://github.com/rust-lang/crates.io-index,Unlicense/MIT,29790946404f91d9c5d06f9874efddea1dc06c5efe94541a7d6863108e3a5e4b,PERMISSIVE_OR_NOTICE
want,0.3.1,registry+https://github.com/rust-lang/crates.io-index,MIT,bfa7760aed19e106de2c7c0b581b509f2f25d3dacaf737cb82ac61bc6d760b0e,PERMISSIVE_OR_NOTICE
wasi,0.11.1+wasi-snapshot-preview1,registry+https://github.com/rust-lang/crates.io-index,Apache-2.0 WITH LLVM-exception OR Apache-2.0 OR MIT,ccf3ec651a847eb01de73ccad15eb7d99f80485de043efb2f370cd654f4ea44b,PERMISSIVE_OR_NOTICE
wasip2,1.0.1+wasi-0.2.4,registry+https://github.com/rust-lang/crates.io-index,Apache-2.0 WITH LLVM-exception OR Apache-2.0 OR MIT,0562428422c63773dad2c345a1882263bbf4d65cf3f42e90921f787ef5ad58e7,PERMISSIVE_OR_NOTICE
wasip3,0.4.0+wasi-0.3.0-rc-2026-01-06,registry+https://github.com/rust-lang/crates.io-index,Apache-2.0 WITH LLVM-exception OR Apache-2.0 OR MIT,5428f8bf88ea5ddc08faddef2ac4a67e390b88186c703ce6dbd955e1c145aca5,PERMISSIVE_OR_NOTICE
wasm-bindgen,0.2.114,registry+https://github.com/rust-lang/crates.io-index,MIT OR Apache-2.0,6532f9a5c1ece3798cb1c2cfdba640b9b3ba884f5db45973a6f442510a87d38e,PERMISSIVE_OR_NOTICE
wasm-bindgen-futures,0.4.64,registry+https://github.com/rust-lang/crates.io-index,MIT OR Apache-2.0,e9c5522b3a28661442748e09d40924dfb9ca614b21c00d3fd135720e48b67db8,PERMISSIVE_OR_NOTICE
wasm-bindgen-macro,0.2.114,registry+https://github.com/rust-lang/crates.io-index,MIT OR Apache-2.0,18a2d50fcf105fb33bb15f00e7a77b772945a2ee45dcf454961fd843e74c18e6,PERMISSIVE_OR_NOTICE
wasm-bindgen-macro-support,0.2.114,registry+https://github.com/rust-lang/crates.io-index,MIT OR Apache-2.0,03ce4caeaac547cdf713d280eda22a730824dd11e6b8c3ca9e42247b25c631e3,PERMISSIVE_OR_NOTICE
wasm-bindgen-shared,0.2.114,registry+https://github.com/rust-lang/crates.io-index,MIT OR Apache-2.0,75a326b8c223ee17883a4251907455a2431acc2791c98c26279376490c378c16,PERMISSIVE_OR_NOTICE
wasm-encoder,0.244.0,registry+https://github.com/rust-lang/crates.io-index,Apache-2.0 WITH LLVM-exception OR Apache-2.0 OR MIT,990065f2fe63003fe337b932cfb5e3b80e0b4d0f5ff650e6985b1048f62c8319,PERMISSIVE_OR_NOTICE
wasm-metadata,0.244.0,registry+https://github.com/rust-lang/crates.io-index,Apache-2.0 WITH LLVM-exception OR Apache-2.0 OR MIT,bb0e353e6a2fbdc176932bbaab493762eb1255a7900fe0fea1a2f96c296cc909,PERMISSIVE_OR_NOTICE
wasm-streams,0.5.0,registry+https://github.com/rust-lang/crates.io-index,MIT OR Apache-2.0,9d1ec4f6517c9e11ae630e200b2b65d193279042e28edd4a2cda233e46670bbb,PERMISSIVE_OR_NOTICE
wasmparser,0.244.0,registry+https://github.com/rust-lang/crates.io-index,Apache-2.0 WITH LLVM-exception OR Apache-2.0 OR MIT,47b807c72e1bac69382b3a6fb3dbe8ea4c0ed87ff5629b8685ae6b9a611028fe,PERMISSIVE_OR_NOTICE
web-sys,0.3.91,registry+https://github.com/rust-lang/crates.io-index,MIT OR Apache-2.0,854ba17bb104abfb26ba36da9729addc7ce7f06f5c0f90f3c391f8461cca21f9,PERMISSIVE_OR_NOTICE
web_atoms,0.2.6,registry+https://github.com/rust-lang/crates.io-index,MIT OR Apache-2.0,ba8b815c1b593dc0baf78dd0f4fc8fdb2de53198fb1163738093e9a311c33fb3,PERMISSIVE_OR_NOTICE
webkit2gtk,2.0.2,registry+https://github.com/rust-lang/crates.io-index,MIT,a1027150013530fb2eaf806408df88461ae4815a45c541c8975e61d6f2fc4793,PERMISSIVE_OR_NOTICE
webkit2gtk-sys,2.0.2,registry+https://github.com/rust-lang/crates.io-index,MIT,916a5f65c2ef0dfe12fff695960a2ec3d4565359fdbb2e9943c974e06c734ea5,PERMISSIVE_OR_NOTICE
webview2-com,0.38.2,registry+https://github.com/rust-lang/crates.io-index,MIT,7130243a7a5b33c54a444e54842e6a9e133de08b5ad7b5861cd8ed9a6a5bc96a,PERMISSIVE_OR_NOTICE
webview2-com-macros,0.8.1,registry+https://github.com/rust-lang/crates.io-index,MIT,67a921c1b6914c367b2b823cd4cde6f96beec77d30a939c8199bb377cf9b9b54,PERMISSIVE_OR_NOTICE
webview2-com-sys,0.38.2,registry+https://github.com/rust-lang/crates.io-index,MIT,381336cfffd772377d291702245447a5251a2ffa5bad679c99e61bc48bacbf9c,PERMISSIVE_OR_NOTICE
winapi,0.3.9,registry+https://github.com/rust-lang/crates.io-index,MIT/Apache-2.0,5c839a674fcd7a98952e593242ea400abe93992746761e38641405d28b00f419,PERMISSIVE_OR_NOTICE
winapi-i686-pc-windows-gnu,0.4.0,registry+https://github.com/rust-lang/crates.io-index,MIT/Apache-2.0,ac3b87c63620426dd9b991e5ce0329eff545bccbbb34f3be09ff6fb6ab51b7b6,PERMISSIVE_OR_NOTICE
winapi-util,0.1.11,registry+https://github.com/rust-lang/crates.io-index,Unlicense OR MIT,c2a7b1c03c876122aa43f3020e6c3c3ee5c05081c9a00739faf7503aeba10d22,PERMISSIVE_OR_NOTICE
winapi-x86_64-pc-windows-gnu,0.4.0,registry+https://github.com/rust-lang/crates.io-index,MIT/Apache-2.0,712e227841d057c1ee1cd2fb22fa7e5a5461ae8e48fa2ca79ec42cfc1931183f,PERMISSIVE_OR_NOTICE
window-vibrancy,0.6.0,registry+https://github.com/rust-lang/crates.io-index,Apache-2.0 OR MIT,d9bec5a31f3f9362f2258fd0e9c9dd61a9ca432e7306cc78c444258f0dce9a9c,PERMISSIVE_OR_NOTICE
windows,0.61.3,registry+https://github.com/rust-lang/crates.io-index,MIT OR Apache-2.0,9babd3a767a4c1aef6900409f85f5d53ce2544ccdfaa86dad48c91782c6d6893,PERMISSIVE_OR_NOTICE
windows-collections,0.2.0,registry+https://github.com/rust-lang/crates.io-index,MIT OR Apache-2.0,3beeceb5e5cfd9eb1d76b381630e82c4241ccd0d27f1a39ed41b2760b255c5e8,PERMISSIVE_OR_NOTICE
windows-core,0.61.2,registry+https://github.com/rust-lang/crates.io-index,MIT OR Apache-2.0,c0fdd3ddb90610c7638aa2b3a3ab2904fb9e5cdbecc643ddb3647212781c4ae3,PERMISSIVE_OR_NOTICE
windows-core,0.62.2,registry+https://github.com/rust-lang/crates.io-index,MIT OR Apache-2.0,b8e83a14d34d0623b51dce9581199302a221863196a1dde71a7663a4c2be9deb,PERMISSIVE_OR_NOTICE
windows-future,0.2.1,registry+https://github.com/rust-lang/crates.io-index,MIT OR Apache-2.0,fc6a41e98427b19fe4b73c550f060b59fa592d7d686537eebf9385621bfbad8e,PERMISSIVE_OR_NOTICE
windows-implement,0.60.2,registry+https://github.com/rust-lang/crates.io-index,MIT OR Apache-2.0,053e2e040ab57b9dc951b72c264860db7eb3b0200ba345b4e4c3b14f67855ddf,PERMISSIVE_OR_NOTICE
windows-interface,0.59.3,registry+https://github.com/rust-lang/crates.io-index,MIT OR Apache-2.0,3f316c4a2570ba26bbec722032c4099d8c8bc095efccdc15688708623367e358,PERMISSIVE_OR_NOTICE
windows-link,0.1.3,registry+https://github.com/rust-lang/crates.io-index,MIT OR Apache-2.0,5e6ad25900d524eaabdbbb96d20b4311e1e7ae1699af4fb28c17ae66c80d798a,PERMISSIVE_OR_NOTICE
windows-link,0.2.1,registry+https://github.com/rust-lang/crates.io-index,MIT OR Apache-2.0,f0805222e57f7521d6a62e36fa9163bc891acd422f971defe97d64e70d0a4fe5,PERMISSIVE_OR_NOTICE
windows-numerics,0.2.0,registry+https://github.com/rust-lang/crates.io-index,MIT OR Apache-2.0,9150af68066c4c5c07ddc0ce30421554771e528bde427614c61038bc2c92c2b1,PERMISSIVE_OR_NOTICE
windows-result,0.3.4,registry+https://github.com/rust-lang/crates.io-index,MIT OR Apache-2.0,56f42bd332cc6c8eac5af113fc0c1fd6a8fd2aa08a0119358686e5160d0586c6,PERMISSIVE_OR_NOTICE
windows-result,0.4.1,registry+https://github.com/rust-lang/crates.io-index,MIT OR Apache-2.0,7781fa89eaf60850ac3d2da7af8e5242a5ea78d1a11c49bf2910bb5a73853eb5,PERMISSIVE_OR_NOTICE
windows-strings,0.4.2,registry+https://github.com/rust-lang/crates.io-index,MIT OR Apache-2.0,56e6c93f3a0c3b36176cb1327a4958a0353d5d166c2a35cb268ace15e91d3b57,PERMISSIVE_OR_NOTICE
windows-strings,0.5.1,registry+https://github.com/rust-lang/crates.io-index,MIT OR Apache-2.0,7837d08f69c77cf6b07689544538e017c1bfcf57e34b4c0ff58e6c2cd3b37091,PERMISSIVE_OR_NOTICE
windows-sys,0.45.0,registry+https://github.com/rust-lang/crates.io-index,MIT OR Apache-2.0,75283be5efb2831d37ea142365f009c02ec203cd29a3ebecbc093d52315b66d0,PERMISSIVE_OR_NOTICE
windows-sys,0.52.0,registry+https://github.com/rust-lang/crates.io-index,MIT OR Apache-2.0,282be5f36a8ce781fad8c8ae18fa3f9beff57ec1b52cb3de0789201425d9a33d,PERMISSIVE_OR_NOTICE
windows-sys,0.59.0,registry+https://github.com/rust-lang/crates.io-index,MIT OR Apache-2.0,1e38bc4d79ed67fd075bcc251a1c39b32a1776bbe92e5bef1f0bf1f8c531853b,PERMISSIVE_OR_NOTICE
windows-sys,0.61.2,registry+https://github.com/rust-lang/crates.io-index,MIT OR Apache-2.0,ae137229bcbd6cdf0f7b80a31df61766145077ddf49416a728b02cb3921ff3fc,PERMISSIVE_OR_NOTICE
windows-targets,0.42.2,registry+https://github.com/rust-lang/crates.io-index,MIT OR Apache-2.0,8e5180c00cd44c9b1c88adb3693291f1cd93605ded80c250a75d472756b4d071,PERMISSIVE_OR_NOTICE
windows-targets,0.52.6,registry+https://github.com/rust-lang/crates.io-index,MIT OR Apache-2.0,9b724f72796e036ab90c1021d4780d4d3d648aca59e491e6b98e725b84e99973,PERMISSIVE_OR_NOTICE
windows-threading,0.1.0,registry+https://github.com/rust-lang/crates.io-index,MIT OR Apache-2.0,b66463ad2e0ea3bbf808b7f1d371311c80e115c0b71d60efc142cafbcfb057a6,PERMISSIVE_OR_NOTICE
windows-version,0.1.7,registry+https://github.com/rust-lang/crates.io-index,MIT OR Apache-2.0,e4060a1da109b9d0326b7262c8e12c84df67cc0dbc9e33cf49e01ccc2eb63631,PERMISSIVE_OR_NOTICE
windows_aarch64_gnullvm,0.42.2,registry+https://github.com/rust-lang/crates.io-index,MIT OR Apache-2.0,597a5118570b68bc08d8d59125332c54f1ba9d9adeedeef5b99b02ba2b0698f8,PERMISSIVE_OR_NOTICE
windows_aarch64_gnullvm,0.52.6,registry+https://github.com/rust-lang/crates.io-index,MIT OR Apache-2.0,32a4622180e7a0ec044bb555404c800bc9fd9ec262ec147edd5989ccd0c02cd3,PERMISSIVE_OR_NOTICE
windows_aarch64_msvc,0.42.2,registry+https://github.com/rust-lang/crates.io-index,MIT OR Apache-2.0,e08e8864a60f06ef0d0ff4ba04124db8b0fb3be5776a5cd47641e942e58c4d43,PERMISSIVE_OR_NOTICE
windows_aarch64_msvc,0.52.6,registry+https://github.com/rust-lang/crates.io-index,MIT OR Apache-2.0,09ec2a7bb152e2252b53fa7803150007879548bc709c039df7627cabbd05d469,PERMISSIVE_OR_NOTICE
windows_i686_gnu,0.42.2,registry+https://github.com/rust-lang/crates.io-index,MIT OR Apache-2.0,c61d927d8da41da96a81f029489353e68739737d3beca43145c8afec9a31a84f,PERMISSIVE_OR_NOTICE
windows_i686_gnu,0.52.6,registry+https://github.com/rust-lang/crates.io-index,MIT OR Apache-2.0,8e9b5ad5ab802e97eb8e295ac6720e509ee4c243f69d781394014ebfe8bbfa0b,PERMISSIVE_OR_NOTICE
windows_i686_gnullvm,0.52.6,registry+https://github.com/rust-lang/crates.io-index,MIT OR Apache-2.0,0eee52d38c090b3caa76c563b86c3a4bd71ef1a819287c19d586d7334ae8ed66,PERMISSIVE_OR_NOTICE
windows_i686_msvc,0.42.2,registry+https://github.com/rust-lang/crates.io-index,MIT OR Apache-2.0,44d840b6ec649f480a41c8d80f9c65108b92d89345dd94027bfe06ac444d1060,PERMISSIVE_OR_NOTICE
windows_i686_msvc,0.52.6,registry+https://github.com/rust-lang/crates.io-index,MIT OR Apache-2.0,240948bc05c5e7c6dabba28bf89d89ffce3e303022809e73deaefe4f6ec56c66,PERMISSIVE_OR_NOTICE
windows_x86_64_gnu,0.42.2,registry+https://github.com/rust-lang/crates.io-index,MIT OR Apache-2.0,8de912b8b8feb55c064867cf047dda097f92d51efad5b491dfb98f6bbb70cb36,PERMISSIVE_OR_NOTICE
windows_x86_64_gnu,0.52.6,registry+https://github.com/rust-lang/crates.io-index,MIT OR Apache-2.0,147a5c80aabfbf0c7d901cb5895d1de30ef2907eb21fbbab29ca94c5b08b1a78,PERMISSIVE_OR_NOTICE
windows_x86_64_gnullvm,0.42.2,registry+https://github.com/rust-lang/crates.io-index,MIT OR Apache-2.0,26d41b46a36d453748aedef1486d5c7a85db22e56aff34643984ea85514e94a3,PERMISSIVE_OR_NOTICE
windows_x86_64_gnullvm,0.52.6,registry+https://github.com/rust-lang/crates.io-index,MIT OR Apache-2.0,24d5b23dc417412679681396f2b49f3de8c1473deb516bd34410872eff51ed0d,PERMISSIVE_OR_NOTICE
windows_x86_64_msvc,0.42.2,registry+https://github.com/rust-lang/crates.io-index,MIT OR Apache-2.0,9aec5da331524158c6d1a4ac0ab1541149c0b9505fde06423b02f5ef0106b9f0,PERMISSIVE_OR_NOTICE
windows_x86_64_msvc,0.52.6,registry+https://github.com/rust-lang/crates.io-index,MIT OR Apache-2.0,589f6da84c646204747d1270a2a5661ea66ed1cced2631d546fdfb155959f9ec,PERMISSIVE_OR_NOTICE
winnow,0.5.40,registry+https://github.com/rust-lang/crates.io-index,MIT,f593a95398737aeed53e489c785df13f3618e41dbcd6718c6addbf1395aa6876,PERMISSIVE_OR_NOTICE
winnow,0.7.15,registry+https://github.com/rust-lang/crates.io-index,MIT,df79d97927682d2fd8adb29682d1140b343be4ac0f08fd68b7765d9c059d3945,PERMISSIVE_OR_NOTICE
winnow,1.0.0,registry+https://github.com/rust-lang/crates.io-index,MIT,a90e88e4667264a994d34e6d1ab2d26d398dcdca8b7f52bec8668957517fc7d8,PERMISSIVE_OR_NOTICE
winreg,0.55.0,registry+https://github.com/rust-lang/crates.io-index,MIT,cb5a765337c50e9ec252c2069be9bf91c7df47afb103b642ba3a53bf8101be97,PERMISSIVE_OR_NOTICE
wit-bindgen,0.46.0,registry+https://github.com/rust-lang/crates.io-index,Apache-2.0 WITH LLVM-exception OR Apache-2.0 OR MIT,f17a85883d4e6d00e8a97c586de764dabcc06133f7f1d55dce5cdc070ad7fe59,PERMISSIVE_OR_NOTICE
wit-bindgen,0.51.0,registry+https://github.com/rust-lang/crates.io-index,Apache-2.0 WITH LLVM-exception OR Apache-2.0 OR MIT,d7249219f66ced02969388cf2bb044a09756a083d0fab1e566056b04d9fbcaa5,PERMISSIVE_OR_NOTICE
wit-bindgen-core,0.51.0,registry+https://github.com/rust-lang/crates.io-index,Apache-2.0 WITH LLVM-exception OR Apache-2.0 OR MIT,ea61de684c3ea68cb082b7a88508a8b27fcc8b797d738bfc99a82facf1d752dc,PERMISSIVE_OR_NOTICE
wit-bindgen-rust,0.51.0,registry+https://github.com/rust-lang/crates.io-index,Apache-2.0 WITH LLVM-exception OR Apache-2.0 OR MIT,b7c566e0f4b284dd6561c786d9cb0142da491f46a9fbed79ea69cdad5db17f21,PERMISSIVE_OR_NOTICE
wit-bindgen-rust-macro,0.51.0,registry+https://github.com/rust-lang/crates.io-index,Apache-2.0 WITH LLVM-exception OR Apache-2.0 OR MIT,0c0f9bfd77e6a48eccf51359e3ae77140a7f50b1e2ebfe62422d8afdaffab17a,PERMISSIVE_OR_NOTICE
wit-component,0.244.0,registry+https://github.com/rust-lang/crates.io-index,Apache-2.0 WITH LLVM-exception OR Apache-2.0 OR MIT,9d66ea20e9553b30172b5e831994e35fbde2d165325bec84fc43dbf6f4eb9cb2,PERMISSIVE_OR_NOTICE
wit-parser,0.244.0,registry+https://github.com/rust-lang/crates.io-index,Apache-2.0 WITH LLVM-exception OR Apache-2.0 OR MIT,ecc8ac4bc1dc3381b7f59c34f00b67e18f910c2c0f50015669dde7def656a736,PERMISSIVE_OR_NOTICE
writeable,0.6.4,registry+https://github.com/rust-lang/crates.io-index,Unicode-3.0,3ad82d2a33cdc9674dc7465672f271e096168fcdbe0f799d9e6db8c5892679dc,PERMISSIVE_OR_NOTICE
wry,0.55.1,registry+https://github.com/rust-lang/crates.io-index,Apache-2.0 OR MIT,186f9871daa55fd9c016578b810d149de58367113db7fb72b462d2323ce19514,PERMISSIVE_OR_NOTICE
wyz,0.5.1,registry+https://github.com/rust-lang/crates.io-index,MIT,05f360fc0b24296329c78fda852a1e9ae82de9cf7b27dae4b7f62f118f77b9ed,PERMISSIVE_OR_NOTICE
x11,2.21.0,registry+https://github.com/rust-lang/crates.io-index,MIT,502da5464ccd04011667b11c435cb992822c2c0dbde1770c988480d312a0db2e,PERMISSIVE_OR_NOTICE
x11-dl,2.21.0,registry+https://github.com/rust-lang/crates.io-index,MIT,38735924fedd5314a6e548792904ed8c6de6636285cb9fec04d5b1db85c1516f,PERMISSIVE_OR_NOTICE
yoke,0.8.3,registry+https://github.com/rust-lang/crates.io-index,Unicode-3.0,709fe23a0424b6a435d82152b1bd3fdfb0833487d5fa90d05d42762a9891fef5,PERMISSIVE_OR_NOTICE
yoke-derive,0.8.2,registry+https://github.com/rust-lang/crates.io-index,Unicode-3.0,de844c262c8848816172cef550288e7dc6c7b7814b4ee56b3e1553f275f1858e,PERMISSIVE_OR_NOTICE
zerocopy,0.8.47,registry+https://github.com/rust-lang/crates.io-index,BSD-2-Clause OR Apache-2.0 OR MIT,efbb2a062be311f2ba113ce66f697a4dc589f85e78a4aea276200804cea0ed87,PERMISSIVE_OR_NOTICE
zerocopy-derive,0.8.47,registry+https://github.com/rust-lang/crates.io-index,BSD-2-Clause OR Apache-2.0 OR MIT,0e8bc7269b54418e7aeeef514aa68f8690b8c0489a06b0136e5f57c4c5ccab89,PERMISSIVE_OR_NOTICE
zerofrom,0.1.8,registry+https://github.com/rust-lang/crates.io-index,Unicode-3.0,0ec05a11813ea801ff6d75110ad09cd0824ddba17dfe17128ea0d5f68e6c5272,PERMISSIVE_OR_NOTICE
zerofrom-derive,0.1.7,registry+https://github.com/rust-lang/crates.io-index,Unicode-3.0,11532158c46691caf0f2593ea8358fed6bbf68a0315e80aae9bd41fbade684a1,PERMISSIVE_OR_NOTICE
